"TimeStamp_10_min","All","Chattering","Top3_Chattering","Other_Chattering"
2015-07-01 00:00:00,0,0,0,0
2015-07-01 00:10:00,0,0,0,0
2015-07-01 00:20:00,0,0,0,0
2015-07-01 00:30:00,0,0,0,0
2015-07-01 00:40:00,0,0,0,0
2015-07-01 00:50:00,0,0,0,0
2015-07-01 01:00:00,0,0,0,0
2015-07-01 01:10:00,0,0,0,0
2015-07-01 01:20:00,0,0,0,0
2015-07-01 01:30:00,0,0,0,0
2015-07-01 01:40:00,0,0,0,0
2015-07-01 01:50:00,0,0,0,0
2015-07-01 02:00:00,0,0,0,0
2015-07-01 02:10:00,0,0,0,0
2015-07-01 02:20:00,0,0,0,0
2015-07-01 02:30:00,0,0,0,0
2015-07-01 02:40:00,0,0,0,0
2015-07-01 02:50:00,0,0,0,0
2015-07-01 03:00:00,0,0,0,0
2015-07-01 03:10:00,0,0,0,0
2015-07-01 03:20:00,0,0,0,0
2015-07-01 03:30:00,0,0,0,0
2015-07-01 03:40:00,0,0,0,0
2015-07-01 03:50:00,0,0,0,0
2015-07-01 04:00:00,0,0,0,0
2015-07-01 04:10:00,0,0,0,0
2015-07-01 04:20:00,0,0,0,0
2015-07-01 04:30:00,0,0,0,0
2015-07-01 04:40:00,0,0,0,0
2015-07-01 04:50:00,0,0,0,0
2015-07-01 05:00:00,0,0,0,0
2015-07-01 05:10:00,0,0,0,0
2015-07-01 05:20:00,0,0,0,0
2015-07-01 05:30:00,0,0,0,0
2015-07-01 05:40:00,0,0,0,0
2015-07-01 05:50:00,0,0,0,0
2015-07-01 06:00:00,0,0,0,0
2015-07-01 06:10:00,0,0,0,0
2015-07-01 06:20:00,0,0,0,0
2015-07-01 06:30:00,0,0,0,0
2015-07-01 06:40:00,0,0,0,0
2015-07-01 06:50:00,0,0,0,0
2015-07-01 07:00:00,0,0,0,0
2015-07-01 07:10:00,0,0,0,0
2015-07-01 07:20:00,0,0,0,0
2015-07-01 07:30:00,0,0,0,0
2015-07-01 07:40:00,0,0,0,0
2015-07-01 07:50:00,0,0,0,0
2015-07-01 08:00:00,0,0,0,0
2015-07-01 08:10:00,0,0,0,0
2015-07-01 08:20:00,0,0,0,0
2015-07-01 08:30:00,0,0,0,0
2015-07-01 08:40:00,0,0,0,0
2015-07-01 08:50:00,0,0,0,0
2015-07-01 09:00:00,0,0,0,0
2015-07-01 09:10:00,0,0,0,0
2015-07-01 09:20:00,0,0,0,0
2015-07-01 09:30:00,0,0,0,0
2015-07-01 09:40:00,0,0,0,0
2015-07-01 09:50:00,0,0,0,0
2015-07-01 10:00:00,0,0,0,0
2015-07-01 10:10:00,2,0,0,2
2015-07-01 10:20:00,0,0,0,0
2015-07-01 10:30:00,0,0,0,0
2015-07-01 10:40:00,0,0,0,0
2015-07-01 10:50:00,1,0,0,1
2015-07-01 11:00:00,0,0,0,0
2015-07-01 11:10:00,0,0,0,0
2015-07-01 11:20:00,0,0,0,0
2015-07-01 11:30:00,0,0,0,0
2015-07-01 11:40:00,0,0,0,0
2015-07-01 11:50:00,0,0,0,0
2015-07-01 12:00:00,1,0,0,1
2015-07-01 12:10:00,2,0,0,2
2015-07-01 12:20:00,0,0,0,0
2015-07-01 12:30:00,0,0,0,0
2015-07-01 12:40:00,1,0,0,1
2015-07-01 12:50:00,0,0,0,0
2015-07-01 13:00:00,0,0,0,0
2015-07-01 13:10:00,0,0,0,0
2015-07-01 13:20:00,0,0,0,0
2015-07-01 13:30:00,0,0,0,0
2015-07-01 13:40:00,0,0,0,0
2015-07-01 13:50:00,0,0,0,0
2015-07-01 14:00:00,0,0,0,0
2015-07-01 14:10:00,0,0,0,0
2015-07-01 14:20:00,0,0,0,0
2015-07-01 14:30:00,0,0,0,0
2015-07-01 14:40:00,0,0,0,0
2015-07-01 14:50:00,0,0,0,0
2015-07-01 15:00:00,0,0,0,0
2015-07-01 15:10:00,0,0,0,0
2015-07-01 15:20:00,0,0,0,0
2015-07-01 15:30:00,0,0,0,0
2015-07-01 15:40:00,0,0,0,0
2015-07-01 15:50:00,0,0,0,0
2015-07-01 16:00:00,0,0,0,0
2015-07-01 16:10:00,0,0,0,0
2015-07-01 16:20:00,0,0,0,0
2015-07-01 16:30:00,0,0,0,0
2015-07-01 16:40:00,0,0,0,0
2015-07-01 16:50:00,0,0,0,0
2015-07-01 17:00:00,0,0,0,0
2015-07-01 17:10:00,0,0,0,0
2015-07-01 17:20:00,0,0,0,0
2015-07-01 17:30:00,0,0,0,0
2015-07-01 17:40:00,0,0,0,0
2015-07-01 17:50:00,0,0,0,0
2015-07-01 18:00:00,0,0,0,0
2015-07-01 18:10:00,0,0,0,0
2015-07-01 18:20:00,0,0,0,0
2015-07-01 18:30:00,0,0,0,0
2015-07-01 18:40:00,0,0,0,0
2015-07-01 18:50:00,1,0,0,1
2015-07-01 19:00:00,0,0,0,0
2015-07-01 19:10:00,0,0,0,0
2015-07-01 19:20:00,0,0,0,0
2015-07-01 19:30:00,0,0,0,0
2015-07-01 19:40:00,0,0,0,0
2015-07-01 19:50:00,0,0,0,0
2015-07-01 20:00:00,0,0,0,0
2015-07-01 20:10:00,0,0,0,0
2015-07-01 20:20:00,0,0,0,0
2015-07-01 20:30:00,0,0,0,0
2015-07-01 20:40:00,0,0,0,0
2015-07-01 20:50:00,0,0,0,0
2015-07-01 21:00:00,0,0,0,0
2015-07-01 21:10:00,0,0,0,0
2015-07-01 21:20:00,0,0,0,0
2015-07-01 21:30:00,0,0,0,0
2015-07-01 21:40:00,0,0,0,0
2015-07-01 21:50:00,0,0,0,0
2015-07-01 22:00:00,0,0,0,0
2015-07-01 22:10:00,0,0,0,0
2015-07-01 22:20:00,0,0,0,0
2015-07-01 22:30:00,0,0,0,0
2015-07-01 22:40:00,0,0,0,0
2015-07-01 22:50:00,0,0,0,0
2015-07-01 23:00:00,0,0,0,0
2015-07-01 23:10:00,0,0,0,0
2015-07-01 23:20:00,0,0,0,0
2015-07-01 23:30:00,0,0,0,0
2015-07-01 23:40:00,0,0,0,0
2015-07-01 23:50:00,0,0,0,0
2015-07-02 00:00:00,0,0,0,0
2015-07-02 00:10:00,0,0,0,0
2015-07-02 00:20:00,0,0,0,0
2015-07-02 00:30:00,0,0,0,0
2015-07-02 00:40:00,0,0,0,0
2015-07-02 00:50:00,0,0,0,0
2015-07-02 01:00:00,0,0,0,0
2015-07-02 01:10:00,0,0,0,0
2015-07-02 01:20:00,0,0,0,0
2015-07-02 01:30:00,0,0,0,0
2015-07-02 01:40:00,0,0,0,0
2015-07-02 01:50:00,0,0,0,0
2015-07-02 02:00:00,0,0,0,0
2015-07-02 02:10:00,0,0,0,0
2015-07-02 02:20:00,0,0,0,0
2015-07-02 02:30:00,0,0,0,0
2015-07-02 02:40:00,0,0,0,0
2015-07-02 02:50:00,0,0,0,0
2015-07-02 03:00:00,0,0,0,0
2015-07-02 03:10:00,0,0,0,0
2015-07-02 03:20:00,0,0,0,0
2015-07-02 03:30:00,0,0,0,0
2015-07-02 03:40:00,0,0,0,0
2015-07-02 03:50:00,0,0,0,0
2015-07-02 04:00:00,0,0,0,0
2015-07-02 04:10:00,0,0,0,0
2015-07-02 04:20:00,0,0,0,0
2015-07-02 04:30:00,0,0,0,0
2015-07-02 04:40:00,0,0,0,0
2015-07-02 04:50:00,0,0,0,0
2015-07-02 05:00:00,0,0,0,0
2015-07-02 05:10:00,1,0,0,1
2015-07-02 05:20:00,1,0,0,1
2015-07-02 05:30:00,0,0,0,0
2015-07-02 05:40:00,0,0,0,0
2015-07-02 05:50:00,0,0,0,0
2015-07-02 06:00:00,0,0,0,0
2015-07-02 06:10:00,0,0,0,0
2015-07-02 06:20:00,0,0,0,0
2015-07-02 06:30:00,0,0,0,0
2015-07-02 06:40:00,0,0,0,0
2015-07-02 06:50:00,0,0,0,0
2015-07-02 07:00:00,0,0,0,0
2015-07-02 07:10:00,0,0,0,0
2015-07-02 07:20:00,0,0,0,0
2015-07-02 07:30:00,0,0,0,0
2015-07-02 07:40:00,0,0,0,0
2015-07-02 07:50:00,0,0,0,0
2015-07-02 08:00:00,0,0,0,0
2015-07-02 08:10:00,0,0,0,0
2015-07-02 08:20:00,0,0,0,0
2015-07-02 08:30:00,0,0,0,0
2015-07-02 08:40:00,0,0,0,0
2015-07-02 08:50:00,0,0,0,0
2015-07-02 09:00:00,0,0,0,0
2015-07-02 09:10:00,0,0,0,0
2015-07-02 09:20:00,0,0,0,0
2015-07-02 09:30:00,0,0,0,0
2015-07-02 09:40:00,0,0,0,0
2015-07-02 09:50:00,0,0,0,0
2015-07-02 10:00:00,0,0,0,0
2015-07-02 10:10:00,0,0,0,0
2015-07-02 10:20:00,0,0,0,0
2015-07-02 10:30:00,0,0,0,0
2015-07-02 10:40:00,0,0,0,0
2015-07-02 10:50:00,0,0,0,0
2015-07-02 11:00:00,0,0,0,0
2015-07-02 11:10:00,0,0,0,0
2015-07-02 11:20:00,0,0,0,0
2015-07-02 11:30:00,9,9,0,9
2015-07-02 11:40:00,3,3,0,3
2015-07-02 11:50:00,0,0,0,0
2015-07-02 12:00:00,0,0,0,0
2015-07-02 12:10:00,0,0,0,0
2015-07-02 12:20:00,0,0,0,0
2015-07-02 12:30:00,0,0,0,0
2015-07-02 12:40:00,0,0,0,0
2015-07-02 12:50:00,0,0,0,0
2015-07-02 13:00:00,0,0,0,0
2015-07-02 13:10:00,0,0,0,0
2015-07-02 13:20:00,0,0,0,0
2015-07-02 13:30:00,0,0,0,0
2015-07-02 13:40:00,0,0,0,0
2015-07-02 13:50:00,0,0,0,0
2015-07-02 14:00:00,0,0,0,0
2015-07-02 14:10:00,0,0,0,0
2015-07-02 14:20:00,0,0,0,0
2015-07-02 14:30:00,0,0,0,0
2015-07-02 14:40:00,0,0,0,0
2015-07-02 14:50:00,0,0,0,0
2015-07-02 15:00:00,0,0,0,0
2015-07-02 15:10:00,0,0,0,0
2015-07-02 15:20:00,0,0,0,0
2015-07-02 15:30:00,0,0,0,0
2015-07-02 15:40:00,0,0,0,0
2015-07-02 15:50:00,0,0,0,0
2015-07-02 16:00:00,0,0,0,0
2015-07-02 16:10:00,0,0,0,0
2015-07-02 16:20:00,0,0,0,0
2015-07-02 16:30:00,0,0,0,0
2015-07-02 16:40:00,0,0,0,0
2015-07-02 16:50:00,0,0,0,0
2015-07-02 17:00:00,1,0,0,1
2015-07-02 17:10:00,1,0,0,1
2015-07-02 17:20:00,0,0,0,0
2015-07-02 17:30:00,0,0,0,0
2015-07-02 17:40:00,0,0,0,0
2015-07-02 17:50:00,0,0,0,0
2015-07-02 18:00:00,0,0,0,0
2015-07-02 18:10:00,0,0,0,0
2015-07-02 18:20:00,0,0,0,0
2015-07-02 18:30:00,0,0,0,0
2015-07-02 18:40:00,0,0,0,0
2015-07-02 18:50:00,0,0,0,0
2015-07-02 19:00:00,0,0,0,0
2015-07-02 19:10:00,0,0,0,0
2015-07-02 19:20:00,0,0,0,0
2015-07-02 19:30:00,0,0,0,0
2015-07-02 19:40:00,0,0,0,0
2015-07-02 19:50:00,0,0,0,0
2015-07-02 20:00:00,0,0,0,0
2015-07-02 20:10:00,0,0,0,0
2015-07-02 20:20:00,0,0,0,0
2015-07-02 20:30:00,0,0,0,0
2015-07-02 20:40:00,0,0,0,0
2015-07-02 20:50:00,0,0,0,0
2015-07-02 21:00:00,0,0,0,0
2015-07-02 21:10:00,0,0,0,0
2015-07-02 21:20:00,0,0,0,0
2015-07-02 21:30:00,0,0,0,0
2015-07-02 21:40:00,0,0,0,0
2015-07-02 21:50:00,0,0,0,0
2015-07-02 22:00:00,0,0,0,0
2015-07-02 22:10:00,0,0,0,0
2015-07-02 22:20:00,0,0,0,0
2015-07-02 22:30:00,0,0,0,0
2015-07-02 22:40:00,0,0,0,0
2015-07-02 22:50:00,0,0,0,0
2015-07-02 23:00:00,0,0,0,0
2015-07-02 23:10:00,0,0,0,0
2015-07-02 23:20:00,0,0,0,0
2015-07-02 23:30:00,0,0,0,0
2015-07-02 23:40:00,0,0,0,0
2015-07-02 23:50:00,0,0,0,0
2015-07-03 00:00:00,0,0,0,0
2015-07-03 00:10:00,0,0,0,0
2015-07-03 00:20:00,0,0,0,0
2015-07-03 00:30:00,0,0,0,0
2015-07-03 00:40:00,0,0,0,0
2015-07-03 00:50:00,0,0,0,0
2015-07-03 01:00:00,0,0,0,0
2015-07-03 01:10:00,0,0,0,0
2015-07-03 01:20:00,0,0,0,0
2015-07-03 01:30:00,0,0,0,0
2015-07-03 01:40:00,0,0,0,0
2015-07-03 01:50:00,0,0,0,0
2015-07-03 02:00:00,0,0,0,0
2015-07-03 02:10:00,0,0,0,0
2015-07-03 02:20:00,0,0,0,0
2015-07-03 02:30:00,0,0,0,0
2015-07-03 02:40:00,0,0,0,0
2015-07-03 02:50:00,0,0,0,0
2015-07-03 03:00:00,0,0,0,0
2015-07-03 03:10:00,0,0,0,0
2015-07-03 03:20:00,0,0,0,0
2015-07-03 03:30:00,0,0,0,0
2015-07-03 03:40:00,0,0,0,0
2015-07-03 03:50:00,0,0,0,0
2015-07-03 04:00:00,0,0,0,0
2015-07-03 04:10:00,0,0,0,0
2015-07-03 04:20:00,0,0,0,0
2015-07-03 04:30:00,0,0,0,0
2015-07-03 04:40:00,0,0,0,0
2015-07-03 04:50:00,0,0,0,0
2015-07-03 05:00:00,0,0,0,0
2015-07-03 05:10:00,0,0,0,0
2015-07-03 05:20:00,0,0,0,0
2015-07-03 05:30:00,0,0,0,0
2015-07-03 05:40:00,0,0,0,0
2015-07-03 05:50:00,0,0,0,0
2015-07-03 06:00:00,0,0,0,0
2015-07-03 06:10:00,0,0,0,0
2015-07-03 06:20:00,0,0,0,0
2015-07-03 06:30:00,0,0,0,0
2015-07-03 06:40:00,1,0,0,1
2015-07-03 06:50:00,0,0,0,0
2015-07-03 07:00:00,0,0,0,0
2015-07-03 07:10:00,0,0,0,0
2015-07-03 07:20:00,0,0,0,0
2015-07-03 07:30:00,0,0,0,0
2015-07-03 07:40:00,0,0,0,0
2015-07-03 07:50:00,0,0,0,0
2015-07-03 08:00:00,0,0,0,0
2015-07-03 08:10:00,0,0,0,0
2015-07-03 08:20:00,0,0,0,0
2015-07-03 08:30:00,0,0,0,0
2015-07-03 08:40:00,1,0,0,1
2015-07-03 08:50:00,0,0,0,0
2015-07-03 09:00:00,1,0,0,1
2015-07-03 09:10:00,0,0,0,0
2015-07-03 09:20:00,0,0,0,0
2015-07-03 09:30:00,0,0,0,0
2015-07-03 09:40:00,0,0,0,0
2015-07-03 09:50:00,0,0,0,0
2015-07-03 10:00:00,0,0,0,0
2015-07-03 10:10:00,1,0,0,1
2015-07-03 10:20:00,0,0,0,0
2015-07-03 10:30:00,0,0,0,0
2015-07-03 10:40:00,0,0,0,0
2015-07-03 10:50:00,0,0,0,0
2015-07-03 11:00:00,0,0,0,0
2015-07-03 11:10:00,0,0,0,0
2015-07-03 11:20:00,0,0,0,0
2015-07-03 11:30:00,0,0,0,0
2015-07-03 11:40:00,0,0,0,0
2015-07-03 11:50:00,0,0,0,0
2015-07-03 12:00:00,0,0,0,0
2015-07-03 12:10:00,0,0,0,0
2015-07-03 12:20:00,0,0,0,0
2015-07-03 12:30:00,0,0,0,0
2015-07-03 12:40:00,0,0,0,0
2015-07-03 12:50:00,0,0,0,0
2015-07-03 13:00:00,0,0,0,0
2015-07-03 13:10:00,0,0,0,0
2015-07-03 13:20:00,0,0,0,0
2015-07-03 13:30:00,0,0,0,0
2015-07-03 13:40:00,0,0,0,0
2015-07-03 13:50:00,0,0,0,0
2015-07-03 14:00:00,0,0,0,0
2015-07-03 14:10:00,0,0,0,0
2015-07-03 14:20:00,0,0,0,0
2015-07-03 14:30:00,0,0,0,0
2015-07-03 14:40:00,0,0,0,0
2015-07-03 14:50:00,0,0,0,0
2015-07-03 15:00:00,0,0,0,0
2015-07-03 15:10:00,0,0,0,0
2015-07-03 15:20:00,0,0,0,0
2015-07-03 15:30:00,0,0,0,0
2015-07-03 15:40:00,0,0,0,0
2015-07-03 15:50:00,0,0,0,0
2015-07-03 16:00:00,0,0,0,0
2015-07-03 16:10:00,0,0,0,0
2015-07-03 16:20:00,0,0,0,0
2015-07-03 16:30:00,0,0,0,0
2015-07-03 16:40:00,0,0,0,0
2015-07-03 16:50:00,0,0,0,0
2015-07-03 17:00:00,0,0,0,0
2015-07-03 17:10:00,0,0,0,0
2015-07-03 17:20:00,0,0,0,0
2015-07-03 17:30:00,0,0,0,0
2015-07-03 17:40:00,0,0,0,0
2015-07-03 17:50:00,0,0,0,0
2015-07-03 18:00:00,0,0,0,0
2015-07-03 18:10:00,0,0,0,0
2015-07-03 18:20:00,0,0,0,0
2015-07-03 18:30:00,0,0,0,0
2015-07-03 18:40:00,0,0,0,0
2015-07-03 18:50:00,0,0,0,0
2015-07-03 19:00:00,0,0,0,0
2015-07-03 19:10:00,0,0,0,0
2015-07-03 19:20:00,0,0,0,0
2015-07-03 19:30:00,0,0,0,0
2015-07-03 19:40:00,0,0,0,0
2015-07-03 19:50:00,0,0,0,0
2015-07-03 20:00:00,0,0,0,0
2015-07-03 20:10:00,0,0,0,0
2015-07-03 20:20:00,0,0,0,0
2015-07-03 20:30:00,0,0,0,0
2015-07-03 20:40:00,0,0,0,0
2015-07-03 20:50:00,0,0,0,0
2015-07-03 21:00:00,0,0,0,0
2015-07-03 21:10:00,0,0,0,0
2015-07-03 21:20:00,0,0,0,0
2015-07-03 21:30:00,0,0,0,0
2015-07-03 21:40:00,0,0,0,0
2015-07-03 21:50:00,0,0,0,0
2015-07-03 22:00:00,0,0,0,0
2015-07-03 22:10:00,0,0,0,0
2015-07-03 22:20:00,0,0,0,0
2015-07-03 22:30:00,0,0,0,0
2015-07-03 22:40:00,0,0,0,0
2015-07-03 22:50:00,0,0,0,0
2015-07-03 23:00:00,0,0,0,0
2015-07-03 23:10:00,0,0,0,0
2015-07-03 23:20:00,0,0,0,0
2015-07-03 23:30:00,0,0,0,0
2015-07-03 23:40:00,0,0,0,0
2015-07-03 23:50:00,0,0,0,0
2015-07-04 00:00:00,0,0,0,0
2015-07-04 00:10:00,0,0,0,0
2015-07-04 00:20:00,0,0,0,0
2015-07-04 00:30:00,0,0,0,0
2015-07-04 00:40:00,0,0,0,0
2015-07-04 00:50:00,0,0,0,0
2015-07-04 01:00:00,0,0,0,0
2015-07-04 01:10:00,0,0,0,0
2015-07-04 01:20:00,0,0,0,0
2015-07-04 01:30:00,0,0,0,0
2015-07-04 01:40:00,0,0,0,0
2015-07-04 01:50:00,0,0,0,0
2015-07-04 02:00:00,0,0,0,0
2015-07-04 02:10:00,0,0,0,0
2015-07-04 02:20:00,0,0,0,0
2015-07-04 02:30:00,0,0,0,0
2015-07-04 02:40:00,0,0,0,0
2015-07-04 02:50:00,0,0,0,0
2015-07-04 03:00:00,0,0,0,0
2015-07-04 03:10:00,0,0,0,0
2015-07-04 03:20:00,0,0,0,0
2015-07-04 03:30:00,0,0,0,0
2015-07-04 03:40:00,0,0,0,0
2015-07-04 03:50:00,0,0,0,0
2015-07-04 04:00:00,0,0,0,0
2015-07-04 04:10:00,0,0,0,0
2015-07-04 04:20:00,0,0,0,0
2015-07-04 04:30:00,0,0,0,0
2015-07-04 04:40:00,0,0,0,0
2015-07-04 04:50:00,0,0,0,0
2015-07-04 05:00:00,1,0,0,1
2015-07-04 05:10:00,0,0,0,0
2015-07-04 05:20:00,0,0,0,0
2015-07-04 05:30:00,0,0,0,0
2015-07-04 05:40:00,0,0,0,0
2015-07-04 05:50:00,0,0,0,0
2015-07-04 06:00:00,0,0,0,0
2015-07-04 06:10:00,0,0,0,0
2015-07-04 06:20:00,0,0,0,0
2015-07-04 06:30:00,0,0,0,0
2015-07-04 06:40:00,0,0,0,0
2015-07-04 06:50:00,0,0,0,0
2015-07-04 07:00:00,0,0,0,0
2015-07-04 07:10:00,0,0,0,0
2015-07-04 07:20:00,0,0,0,0
2015-07-04 07:30:00,0,0,0,0
2015-07-04 07:40:00,0,0,0,0
2015-07-04 07:50:00,0,0,0,0
2015-07-04 08:00:00,0,0,0,0
2015-07-04 08:10:00,0,0,0,0
2015-07-04 08:20:00,0,0,0,0
2015-07-04 08:30:00,0,0,0,0
2015-07-04 08:40:00,0,0,0,0
2015-07-04 08:50:00,0,0,0,0
2015-07-04 09:00:00,0,0,0,0
2015-07-04 09:10:00,0,0,0,0
2015-07-04 09:20:00,0,0,0,0
2015-07-04 09:30:00,0,0,0,0
2015-07-04 09:40:00,0,0,0,0
2015-07-04 09:50:00,0,0,0,0
2015-07-04 10:00:00,0,0,0,0
2015-07-04 10:10:00,0,0,0,0
2015-07-04 10:20:00,0,0,0,0
2015-07-04 10:30:00,1,0,0,1
2015-07-04 10:40:00,0,0,0,0
2015-07-04 10:50:00,0,0,0,0
2015-07-04 11:00:00,0,0,0,0
2015-07-04 11:10:00,0,0,0,0
2015-07-04 11:20:00,0,0,0,0
2015-07-04 11:30:00,0,0,0,0
2015-07-04 11:40:00,0,0,0,0
2015-07-04 11:50:00,0,0,0,0
2015-07-04 12:00:00,0,0,0,0
2015-07-04 12:10:00,0,0,0,0
2015-07-04 12:20:00,0,0,0,0
2015-07-04 12:30:00,0,0,0,0
2015-07-04 12:40:00,0,0,0,0
2015-07-04 12:50:00,0,0,0,0
2015-07-04 13:00:00,0,0,0,0
2015-07-04 13:10:00,0,0,0,0
2015-07-04 13:20:00,0,0,0,0
2015-07-04 13:30:00,0,0,0,0
2015-07-04 13:40:00,0,0,0,0
2015-07-04 13:50:00,0,0,0,0
2015-07-04 14:00:00,0,0,0,0
2015-07-04 14:10:00,0,0,0,0
2015-07-04 14:20:00,0,0,0,0
2015-07-04 14:30:00,0,0,0,0
2015-07-04 14:40:00,0,0,0,0
2015-07-04 14:50:00,0,0,0,0
2015-07-04 15:00:00,0,0,0,0
2015-07-04 15:10:00,0,0,0,0
2015-07-04 15:20:00,0,0,0,0
2015-07-04 15:30:00,0,0,0,0
2015-07-04 15:40:00,0,0,0,0
2015-07-04 15:50:00,0,0,0,0
2015-07-04 16:00:00,0,0,0,0
2015-07-04 16:10:00,0,0,0,0
2015-07-04 16:20:00,0,0,0,0
2015-07-04 16:30:00,0,0,0,0
2015-07-04 16:40:00,0,0,0,0
2015-07-04 16:50:00,0,0,0,0
2015-07-04 17:00:00,0,0,0,0
2015-07-04 17:10:00,0,0,0,0
2015-07-04 17:20:00,0,0,0,0
2015-07-04 17:30:00,0,0,0,0
2015-07-04 17:40:00,0,0,0,0
2015-07-04 17:50:00,0,0,0,0
2015-07-04 18:00:00,0,0,0,0
2015-07-04 18:10:00,0,0,0,0
2015-07-04 18:20:00,0,0,0,0
2015-07-04 18:30:00,0,0,0,0
2015-07-04 18:40:00,0,0,0,0
2015-07-04 18:50:00,0,0,0,0
2015-07-04 19:00:00,0,0,0,0
2015-07-04 19:10:00,0,0,0,0
2015-07-04 19:20:00,0,0,0,0
2015-07-04 19:30:00,0,0,0,0
2015-07-04 19:40:00,0,0,0,0
2015-07-04 19:50:00,0,0,0,0
2015-07-04 20:00:00,0,0,0,0
2015-07-04 20:10:00,0,0,0,0
2015-07-04 20:20:00,0,0,0,0
2015-07-04 20:30:00,0,0,0,0
2015-07-04 20:40:00,0,0,0,0
2015-07-04 20:50:00,0,0,0,0
2015-07-04 21:00:00,0,0,0,0
2015-07-04 21:10:00,0,0,0,0
2015-07-04 21:20:00,0,0,0,0
2015-07-04 21:30:00,0,0,0,0
2015-07-04 21:40:00,0,0,0,0
2015-07-04 21:50:00,0,0,0,0
2015-07-04 22:00:00,0,0,0,0
2015-07-04 22:10:00,0,0,0,0
2015-07-04 22:20:00,0,0,0,0
2015-07-04 22:30:00,0,0,0,0
2015-07-04 22:40:00,0,0,0,0
2015-07-04 22:50:00,0,0,0,0
2015-07-04 23:00:00,0,0,0,0
2015-07-04 23:10:00,0,0,0,0
2015-07-04 23:20:00,0,0,0,0
2015-07-04 23:30:00,0,0,0,0
2015-07-04 23:40:00,0,0,0,0
2015-07-04 23:50:00,0,0,0,0
2015-07-05 00:00:00,0,0,0,0
2015-07-05 00:10:00,0,0,0,0
2015-07-05 00:20:00,0,0,0,0
2015-07-05 00:30:00,0,0,0,0
2015-07-05 00:40:00,0,0,0,0
2015-07-05 00:50:00,0,0,0,0
2015-07-05 01:00:00,0,0,0,0
2015-07-05 01:10:00,0,0,0,0
2015-07-05 01:20:00,0,0,0,0
2015-07-05 01:30:00,0,0,0,0
2015-07-05 01:40:00,0,0,0,0
2015-07-05 01:50:00,0,0,0,0
2015-07-05 02:00:00,0,0,0,0
2015-07-05 02:10:00,0,0,0,0
2015-07-05 02:20:00,0,0,0,0
2015-07-05 02:30:00,0,0,0,0
2015-07-05 02:40:00,0,0,0,0
2015-07-05 02:50:00,0,0,0,0
2015-07-05 03:00:00,0,0,0,0
2015-07-05 03:10:00,0,0,0,0
2015-07-05 03:20:00,0,0,0,0
2015-07-05 03:30:00,0,0,0,0
2015-07-05 03:40:00,0,0,0,0
2015-07-05 03:50:00,0,0,0,0
2015-07-05 04:00:00,0,0,0,0
2015-07-05 04:10:00,0,0,0,0
2015-07-05 04:20:00,0,0,0,0
2015-07-05 04:30:00,1,0,0,1
2015-07-05 04:40:00,0,0,0,0
2015-07-05 04:50:00,0,0,0,0
2015-07-05 05:00:00,0,0,0,0
2015-07-05 05:10:00,0,0,0,0
2015-07-05 05:20:00,0,0,0,0
2015-07-05 05:30:00,0,0,0,0
2015-07-05 05:40:00,0,0,0,0
2015-07-05 05:50:00,0,0,0,0
2015-07-05 06:00:00,0,0,0,0
2015-07-05 06:10:00,0,0,0,0
2015-07-05 06:20:00,0,0,0,0
2015-07-05 06:30:00,0,0,0,0
2015-07-05 06:40:00,0,0,0,0
2015-07-05 06:50:00,0,0,0,0
2015-07-05 07:00:00,0,0,0,0
2015-07-05 07:10:00,0,0,0,0
2015-07-05 07:20:00,0,0,0,0
2015-07-05 07:30:00,0,0,0,0
2015-07-05 07:40:00,0,0,0,0
2015-07-05 07:50:00,0,0,0,0
2015-07-05 08:00:00,0,0,0,0
2015-07-05 08:10:00,0,0,0,0
2015-07-05 08:20:00,0,0,0,0
2015-07-05 08:30:00,0,0,0,0
2015-07-05 08:40:00,0,0,0,0
2015-07-05 08:50:00,0,0,0,0
2015-07-05 09:00:00,0,0,0,0
2015-07-05 09:10:00,0,0,0,0
2015-07-05 09:20:00,0,0,0,0
2015-07-05 09:30:00,0,0,0,0
2015-07-05 09:40:00,0,0,0,0
2015-07-05 09:50:00,0,0,0,0
2015-07-05 10:00:00,0,0,0,0
2015-07-05 10:10:00,0,0,0,0
2015-07-05 10:20:00,1,0,0,1
2015-07-05 10:30:00,0,0,0,0
2015-07-05 10:40:00,0,0,0,0
2015-07-05 10:50:00,0,0,0,0
2015-07-05 11:00:00,0,0,0,0
2015-07-05 11:10:00,0,0,0,0
2015-07-05 11:20:00,0,0,0,0
2015-07-05 11:30:00,0,0,0,0
2015-07-05 11:40:00,0,0,0,0
2015-07-05 11:50:00,0,0,0,0
2015-07-05 12:00:00,0,0,0,0
2015-07-05 12:10:00,0,0,0,0
2015-07-05 12:20:00,0,0,0,0
2015-07-05 12:30:00,0,0,0,0
2015-07-05 12:40:00,0,0,0,0
2015-07-05 12:50:00,0,0,0,0
2015-07-05 13:00:00,0,0,0,0
2015-07-05 13:10:00,0,0,0,0
2015-07-05 13:20:00,0,0,0,0
2015-07-05 13:30:00,0,0,0,0
2015-07-05 13:40:00,0,0,0,0
2015-07-05 13:50:00,0,0,0,0
2015-07-05 14:00:00,0,0,0,0
2015-07-05 14:10:00,0,0,0,0
2015-07-05 14:20:00,0,0,0,0
2015-07-05 14:30:00,0,0,0,0
